Name,Set,Collector Number,Rarity,Foil,Nonfoil,USD Price,Frame Effects,Estimated Pull Probability
Sower of Chaos,fdn,95,common,True,True,0.03,,0.057471
Spectral Sailor,fdn,164,uncommon,True,True,0.07,,0.016667
Sphinx of Forgotten Lore,fdn,51,mythic,True,True,0.74,,0.004902
Sphinx of the Final Word,fdn,597,mythic,False,True,0.22,,0.004902
Spinner of Souls,fdn,112,rare,True,True,0.71,,0.007752
Spitfire Lagac,fdn,208,common,True,True,0.04,,0.057471
Springbloom Druid,fdn,646,common,False,True,0.27,,0.057471
Squad Rallier,fdn,24,common,True,True,0.03,,0.057471
Stab,fdn,71,common,True,True,0.07,,0.057471
Starlight Snare,fdn,514,common,False,True,0.24,enchantment,0.057471
Stasis Snare,fdn,581,uncommon,False,True,0.13,enchantment,0.016667
Steel Hellkite,fdn,681,rare,False,True,0.33,,0.007752
Storm Fleet Spy,fdn,515,uncommon,False,True,0.22,,0.016667
Strix Lookout,fdn,52,common,True,True,0.05,,0.057471
Stroke of Midnight,fdn,148,uncommon,True,True,0.58,,0.016667
Stromkirk Bloodthief,fdn,185,uncommon,True,True,0.05,,0.016667
Stromkirk Noble,fdn,632,rare,False,True,0.20,,0.007752
Strongbox Raider,fdn,96,uncommon,True,True,0.04,,0.016667
Sun-Blessed Healer,fdn,25,uncommon,True,True,0.15,,0.016667
Sure Strike,fdn,209,common,True,True,0.03,,0.057471
"Surrak, the Hunt Caller",fdn,647,rare,False,True,0.17,legendary,0.007752
Suspicious Shambler,fdn,527,common,False,True,0.11,,0.057471
Swab Goblin,fdn,548,common,False,True,0.21,,0.057471
Swamp,fdn,276,common,True,True,0.10,,0.057471
Swiftblade Vindicator,fdn,246,rare,True,True,0.18,,0.007752
Swiftfoot Boots,fdn,258,uncommon,True,True,1.98,,0.016667
Swiftwater Cliffs,fdn,268,common,True,True,0.06,,0.057471
Sylvan Scavenging,fdn,113,rare,True,True,0.31,enchantment,0.007752
"Syr Alin, the Lion's Claw",fdn,582,uncommon,False,True,0.08,legendary,0.016667
Tajuru Pathwarden,fdn,558,common,False,True,0.20,,0.057471
"Tatyova, Benthic Druid",fdn,247,uncommon,True,True,0.10,legendary,0.016667
Taurean Mauler,fdn,633,rare,False,True,2.84,,0.007752
Teach by Example,fdn,666,uncommon,False,True,0.12,,0.016667
Tempest Djinn,fdn,598,rare,False,True,0.21,,0.007752
Temple of Abandon,fdn,696,rare,False,True,0.19,,0.007752
Temple of Deceit,fdn,697,rare,False,True,0.26,,0.007752
Temple of Enlightenment,fdn,698,rare,False,True,0.19,,0.007752
Temple of Epiphany,fdn,699,rare,False,True,0.22,,0.007752
Temple of Malady,fdn,700,rare,False,True,0.26,,0.007752
Temple of Malice,fdn,701,rare,False,True,0.23,,0.007752
Temple of Mystery,fdn,702,rare,False,True,0.24,,0.007752
Temple of Plenty,fdn,703,rare,False,True,0.26,,0.007752
Temple of Silence,fdn,704,rare,False,True,0.23,,0.007752
Temple of Triumph,fdn,705,rare,False,True,0.22,,0.007752
Terror of Mount Velus,fdn,549,rare,False,True,1.31,,0.007752
Think Twice,fdn,165,common,True,True,0.06,,0.057471
Thornweald Archer,fdn,559,common,False,True,0.13,,0.057471
Thornwood Falls,fdn,269,common,True,True,0.05,,0.057471
Thousand-Year Storm,fdn,248,rare,True,True,0.77,enchantment,0.007752
Thrashing Brontodon,fdn,560,uncommon,False,True,0.22,,0.016667
Three Tree Mascot,fdn,682,common,False,True,0.14,,0.057471
Thrill of Possibility,fdn,210,common,True,True,0.06,,0.057471
Time Stop,fdn,166,rare,True,True,0.21,,0.007752
"Tinybones, Bauble Burglar",fdn,72,rare,True,True,0.71,legendary,0.007752
Tolarian Terror,fdn,167,common,True,True,0.09,,0.057471
Tragic Banshee,fdn,73,uncommon,True,True,0.05,,0.016667
Tranquil Cove,fdn,270,common,True,True,0.07,,0.057471
Treetop Snarespinner,fdn,114,common,True,True,0.05,,0.057471
Tribute to Hunger,fdn,614,uncommon,False,True,0.16,,0.016667
Trygon Predator,fdn,667,uncommon,False,True,0.11,,0.016667
Twinblade Blessing,fdn,26,uncommon,True,True,0.17,enchantment,0.016667
Twinblade Paladin,fdn,503,uncommon,False,True,0.58,,0.016667
Twinflame Tyrant,fdn,97,mythic,True,True,26.94,,0.004902
Uncharted Haven,fdn,564,common,False,True,0.10,,0.057471
Uncharted Voyage,fdn,53,common,True,True,0.02,,0.057471
Undying Malice,fdn,528,common,False,True,0.34,,0.057471
Unflinching Courage,fdn,722,uncommon,True,False,,enchantment,0.016667
Unsummon,fdn,599,common,False,True,0.25,,0.057471
Untamed Hunger,fdn,529,common,False,True,0.20,enchantment,0.057471
Valkyrie's Call,fdn,27,mythic,True,True,2.09,enchantment,0.004902
Valorous Stance,fdn,583,uncommon,False,True,0.18,,0.016667
Vampire Gourmand,fdn,74,uncommon,True,True,0.23,,0.016667
Vampire Interloper,fdn,530,common,False,True,0.14,,0.057471
Vampire Neonate,fdn,531,common,False,True,0.52,,0.057471
Vampire Nighthawk,fdn,186,uncommon,True,True,0.19,,0.016667
Vampire Soulcaller,fdn,75,common,True,True,0.04,,0.057471
Vampire Spawn,fdn,532,common,False,True,0.28,,0.057471
Vampiric Rites,fdn,615,uncommon,False,True,0.20,enchantment,0.016667
Vanguard Seraph,fdn,28,common,True,True,0.06,,0.057471
Vengeful Bloodwitch,fdn,76,uncommon,True,True,0.31,,0.016667
Venom Connoisseur,fdn,648,uncommon,False,True,0.11,,0.016667
Viashino Pyromancer,fdn,634,common,False,True,0.21,,0.057471
Vile Entomber,fdn,616,uncommon,False,True,0.30,,0.016667
Vivien Reid,fdn,234,mythic,True,True,0.40,,0.004902
Vizier of the Menagerie,fdn,649,mythic,False,True,1.15,,0.004902
Volley Veteran,fdn,550,uncommon,False,True,0.43,,0.016667
Voracious Greatshark,fdn,600,rare,False,True,0.16,,0.007752
Wardens of the Cycle,fdn,125,uncommon,True,True,0.08,,0.016667
Wary Thespian,fdn,235,common,True,True,0.02,,0.057471
Wildborn Preserver,fdn,650,rare,False,True,0.27,,0.007752
Wildheart Invoker,fdn,561,common,False,True,0.28,,0.057471
Wildwood Scourge,fdn,236,uncommon,True,True,0.11,,0.016667
Wilt-Leaf Liege,fdn,668,rare,False,True,1.22,,0.007752
Wind-Scarred Crag,fdn,271,common,True,True,0.06,,0.057471
Wishclaw Talisman,fdn,617,rare,False,True,2.38,,0.007752
Witness Protection,fdn,168,common,True,True,0.09,enchantment,0.057471
Youthful Valkyrie,fdn,149,uncommon,True,True,0.19,,0.016667
"Zetalpa, Primal Dawn",fdn,584,rare,False,True,0.22,legendary,0.007752
"Zimone, Paradox Sculptor",fdn,126,mythic,True,True,2.44,legendary,0.004902
Zombify,fdn,187,uncommon,True,True,0.16,,0.016667
"Zul Ashur, Lich Lord",fdn,77,rare,True,True,2.22,legendary,0.007752
